player_name,games,time,goals,xG,assists,xA,shots,key_passes,position,team_title,npg,npxG
Simon Francis,15,956,0,0.15451994724571705,0,0.4215386537835002,3,4,D S,Bournemouth,0,0.15451994724571705
Charlie Daniels,2,126,0,0,0,0.14172236621379852,0,2,D,Bournemouth,0,0
Andrew Surman,5,230,0,0.03399353474378586,0,0.026229826733469963,1,1,M S,Bournemouth,0,0.03399353474378586
Matt Ritchie,9,651,0,0.4705069176852703,0,0.5951298326253891,13,15,D M S,Newcastle United,0,0.4705069176852703
Junior Stanislas,5,147,0,0.15738195180892944,0,0.050800394266843796,2,2,M S,Bournemouth,0,0.15738195180892944
Jordon Ibe,2,39,0,0,0,0,0,0,S,Bournemouth,0,0
Mamadou Sakho,8,463,0,0,0,0.029572835192084312,0,1,D S,Crystal Palace,0,0
Nacho Monreal,3,270,0,0.04398033022880554,0,0.45943301916122437,1,3,D,Arsenal,0,0.04398033022880554
Danny Welbeck,8,248,0,0.6208017915487289,0,0.03571087308228016,5,2,F S,Watford,0,0.6208017915487289
Wayne Hennessey,2,180,0,0,0,0,0,0,GK,Crystal Palace,0,0
Joel Ward,19,1483,0,0.1465304270386696,0,0.1575409434735775,3,4,D S,Crystal Palace,0,0.1465304270386696
Scott Dann,8,543,0,0.1654362753033638,1,0.17395922541618347,2,2,D S,Crystal Palace,0,0.1654362753033638
Adrian Mariappa,15,1228,0,0.1671658717095852,0,0.24789968505501747,3,4,D S,Watford,0,0.1671658717095852
Martin Kelly,19,1554,0,0.06097240559756756,1,0.8339540883898735,2,6,D S,Crystal Palace,0,0.06097240559756756
Adrián,10,783,0,0,0,0,0,0,GK S,Liverpool,0,0
Manuel Lanzini,19,1184,0,1.8258016807958484,2,2.005214150995016,19,28,F M S,West Ham,0,1.8258016807958484
Andy Carroll,13,489,0,0.7353400997817516,3,0.7707528155297041,11,9,F S,Newcastle United,0,0.7353400997817516
Darren Randolph,2,180,0,0,0,0,0,0,GK,West Ham,0,0
David de Gea,28,2520,0,0,0,0,0,0,GK,Manchester United,0,0
Marcos Rojo,3,119,0,0.13206884264945984,0,0,1,0,D S,Manchester United,0,0.13206884264945984
Morgan Schneiderlin,15,1014,0,0.33733922988176346,0,0.12447581812739372,6,4,M S,Everton,0,0.33733922988176346
Juan Mata,17,727,0,1.2130062282085419,2,2.0591773465275764,10,18,M S,Manchester United,0,1.2130062282085419
Jesse Lingard,20,885,0,1.8888241052627563,0,1.0601367177441716,20,19,M S,Manchester United,0,1.8888241052627563
Sebastian Prödl,1,57,0,0.057957686483860016,0,0,2,0,D,Watford,0,0.057957686483860016
José Holebas,12,1006,0,0.2385536441579461,0,0.5429356396198273,6,11,D S,Watford,0,0.2385536441579461
Etienne Capoue,23,2053,0,0.5980989784002304,2,1.6217447854578495,17,12,M,Watford,0,0.5980989784002304
Odion Ighalo,3,25,0,1.1358636170625687,0,0.04246634244918823,4,1,S,Manchester United,0,1.1358636170625687
Craig Cathcart,26,2267,0,0.07949306070804596,0,0.07538784667849541,1,2,D,Watford,0,0.07949306070804596
Seamus Coleman,18,1193,0,0.7841763030737638,1,1.4973745737224817,6,8,D S,Everton,0,0.7841763030737638
John Stones,12,904,0,0.5476326206699014,0,0.06062992848455906,6,2,D S,Manchester City,0,0.5476326206699014
Phil Jagielka,4,123,0,0,0,0,0,0,D S,Sheffield United,0,0
Leighton Baines,5,333,0,0.043360382318496704,0,0.642377894371748,1,5,D S,Everton,0,0.043360382318496704
James McCarthy,23,1067,0,0.3125286465510726,0,0.9704700000584126,9,10,M S,Crystal Palace,0,0.3125286465510726
Ross Barkley,12,577,0,2.184595547616482,1,1.8478647414594889,26,13,M S,Chelsea,0,2.184595547616482
Aaron Lennon,15,465,0,0.024231426417827606,0,0.15801358222961426,1,2,M S,Burnley,0,0.024231426417827606
Oumar Niasse,3,17,0,0,0,0,0,0,S,Everton,0,0
Dejan Lovren,9,759,0,0.19115081522613764,1,0.30198830366134644,4,1,D,Liverpool,0,0.19115081522613764
Pablo Zabaleta,10,585,0,0,0,0.589325562119484,0,3,D M S,West Ham,0,0
Fernandinho,22,1912,0,0.45424015261232853,0,0.2897927165031433,10,6,D S,Manchester City,0,0.45424015261232853
Willy Caballero,4,360,0,0,0,0,0,0,GK,Chelsea,0,0
Ashley Young,12,956,0,0.08267359249293804,0,1.6687388122081757,3,19,D M S,Manchester United,0,0.08267359249293804
James McArthur,27,2377,0,1.8952446160838008,2,2.4975233785808086,23,23,M,Crystal Palace,0,1.8952446160838008
Alex McCarthy,18,1620,0,0,0,0,0,0,GK,Southampton,0,0
Hugo Lloris,11,908,0,0,0,0,0,0,GK,Tottenham,0,0
Danny Rose,16,1156,0,0.08819849416613579,0,0.7012263629585505,2,12,D M S,"Newcastle United,Tottenham",0,0.08819849416613579
Eric Dier,13,799,0,0.8459794521331787,2,0.22150183282792568,4,6,D M S,Tottenham,0,0.8459794521331787
Ben Davies,9,630,0,0.08826831541955471,0,0.6759037300944328,2,5,D M S,Tottenham,0,0.08826831541955471
Carlos Sánchez,6,107,0,0,0,0,0,0,M S,West Ham,0,0
Pedro,8,569,0,1.7593566216528416,0,0.8993295840919018,18,15,F M S,Chelsea,0,1.7593566216528416
Nemanja Matic,11,873,0,0.2101587038487196,1,0.5123528465628624,6,9,M S,Manchester United,0,0.2101587038487196
Gary Cahill,19,1710,0,1.270646968856454,1,0.4316556118428707,15,3,D,Crystal Palace,0,1.270646968856454
Lukasz Fabianski,15,1217,0,0,0,0,0,0,GK,West Ham,0,0
Neil Taylor,10,789,0,0.12685371190309525,0,0.0630219355225563,3,1,D M S,Aston Villa,0,0.12685371190309525
Jack Cork,26,2286,0,1.1898688916116953,0,1.1796095967292786,16,12,M,Burnley,0,1.1898688916116953
Ki Sung-yueng,3,137,0,0,0,0.05511658266186714,0,2,M S,Newcastle United,0,0
Jordan Pickford,28,2520,0,0,0,0,0,0,GK,Everton,0,0
Dwight Gayle,11,279,0,1.2672728598117828,1,0.12719932571053505,6,3,F S,Newcastle United,0,1.2672728598117828
Kasper Schmeichel,28,2520,0,0,0,0.18576166033744812,0,1,GK,Leicester,0,0
Wes Morgan,8,148,0,0.502011775970459,0,0,2,0,D S,Leicester,0,0.502011775970459
Christian Fuchs,8,631,0,0.1832248093560338,0,0.10093383491039276,5,2,D S,Leicester,0,0.1832248093560338
Daniel Drinkwater,5,331,0,0.09834551066160202,0,0.04091440886259079,2,1,M,"Aston Villa,Burnley",0,0.09834551066160202
Marc Albrighton,13,368,0,0.2123954687267542,1,1.3563338927924633,6,10,M S,Leicester,0,0.2123954687267542
Daryl Janmaat,8,611,0,0.33076496608555317,1,0.39833011105656624,4,6,D M S,Watford,0,0.33076496608555317
Ryan Bennett,11,606,0,0.02391529269516468,0,0.09054247103631496,1,2,D S,Wolverhampton Wanderers,0,0.02391529269516468
Ben Foster,28,2520,0,0.3458039164543152,0,0.03670657053589821,1,1,GK,Watford,0,0.3458039164543152
Craig Dawson,20,1546,0,0.7912641437724233,0,0.09290936402976513,9,2,D S,Watford,0,0.7912641437724233
Adam Smith,17,1484,0,0.6926137795671821,1,0.8681339807808399,4,7,D M,Bournemouth,0,0.6926137795671821
Victor Wanyama,2,21,0,0,0,0,0,0,S,Tottenham,0,0
Oriol Romeu,22,1301,0,0.12581687234342098,0,0.6143819764256477,4,11,M S,Southampton,0,0.12581687234342098
Maya Yoshida,8,555,0,0.9399021724238992,0,0.07044664770364761,5,1,D S,Southampton,0,0.9399021724238992
Cédric Soares,16,1314,0,0.6407390544191003,1,0.7920348197221756,9,11,D M,Southampton,0,0.6407390544191003
Paul Dummett,16,1229,0,0.024163909256458282,0,0.1980863632634282,2,4,D M S,Newcastle United,0,0.024163909256458282
Phil Bardsley,13,1170,0,0.13845579884946346,1,0.9695534240454435,8,5,D,Burnley,0,0.13845579884946346
Fabian Delph,16,1194,0,0.04570502322167158,0,0.47425677068531513,3,7,M S,Everton,0,0.04570502322167158
Kyle Walker-Peters,4,323,0,0.023991357535123825,0,0.0696899201720953,1,2,D,"Southampton,Tottenham",0,0.023991357535123825
Erik Pieters,15,1241,0,0.17830897588282824,3,1.5232813628390431,7,10,D S,Burnley,0,0.17830897588282824
Sam Byram,17,1292,0,2.192290600389242,0,0.3622530270367861,15,6,D S,Norwich,0,2.192290600389242
Muhamed Besic,9,236,0,0.1495298035442829,0,0.0868392065167427,4,1,M S,Sheffield United,0,0.1495298035442829
Nabil Bentaleb,3,270,0,0.02457793615758419,0,0.11193611845374107,1,5,M,Newcastle United,0,0.02457793615758419
Patrick Roberts,3,19,0,0,0,0,0,0,S,Norwich,0,0
Axel Tuanzebe,5,186,0,0,0,0,0,0,D S,Manchester United,0,0
Kurt Zouma,21,1710,0,0.9809209816157818,0,0.12191382795572281,12,1,D S,Chelsea,0,0.9809209816157818
Phil Jones,2,137,0,0.07508060336112976,0,0,2,0,D,Manchester United,0,0.07508060336112976
Harry Winks,23,1605,0,0.3036254784092307,0,0.8019840233027935,10,12,M S,Tottenham,0,0.3036254784092307
Paulo Gazzaniga,18,1612,0,0,0,0.4000612497329712,0,1,GK S,Tottenham,0,0
Tim Krul,26,2340,0,0,0,0,0,0,GK,Norwich,0,0
Mason Holgate,21,1637,0,1.3441514829173684,3,1.1020034849643707,11,3,D M S,Everton,0,1.3441514829173684
Joseph Gomez,18,1179,0,0.02264297567307949,0,0.12165207043290138,1,4,D S,Liverpool,0,0.02264297567307949
Luke Shaw,17,1141,0,0.38648337684571743,0,0.6525276368483901,9,13,D S,Manchester United,0,0.38648337684571743
Jack Wilshere,6,168,0,0,0,0,0,0,M S,West Ham,0,0
Angelino,6,417,0,0.20923293381929398,0,1.9232049360871315,5,9,D S,Manchester City,0,0.20923293381929398
Keinan Davis,7,94,0,0.7290769778192043,0,0.036154952831566334,7,2,S,Aston Villa,0,0.7290769778192043
Moritz Leitner,9,689,0,0.21781209856271744,0,0.3639685455709696,8,7,M S,Norwich,0,0.21781209856271744
Emerson,14,1018,0,1.099122455343604,0,1.7286986708641052,13,19,D M S,Chelsea,0,1.099122455343604
Alisson,20,1735,0,0,1,0.2629152238368988,0,1,GK,Liverpool,0,0
José Reina,5,450,0,0,0,0.0390281155705452,0,1,GK,Aston Villa,0,0
Emil Krafth,11,570,0,0.3382335752248764,0,0,3,0,D M S,Newcastle United,0,0.3382335752248764
Tom Heaton,20,1797,0,0,0,0,0,0,GK,Aston Villa,0,0
Matthew Lowton,15,1350,0,0.014243402518332005,1,1.274649852886796,1,11,D,Burnley,0,0.014243402518332005
Ben Mee,28,2520,0,0.859695908613503,1,1.5260382276028395,14,8,D,Burnley,0,0.859695908613503
Nathaniel Chalobah,15,783,0,0.41258723475039005,1,0.6125492975115776,8,6,M S,Watford,0,0.41258723475039005
Dominic Solanke,23,1135,0,2.689472798258066,1,0.9822303438559175,22,12,F M S,Bournemouth,0,2.689472798258066
Ahmed Elmohamady,11,689,0,0.18304451927542686,1,1.4060657024383545,4,15,D S,Aston Villa,0,0.18304451927542686
Shkodran Mustafi,8,620,0,0.4703042767941952,1,0.5327300429344177,7,1,D S,Arsenal,0,0.4703042767941952
Borja Bastón,2,9,0,0,0,0,0,0,S,Aston Villa,0,0
Javier Manquillo,12,886,0,0.03594760596752167,1,0.17491240613162518,1,3,D M S,Newcastle United,0,0.03594760596752167
Isaac Success,5,54,0,0.09479810297489166,0,0.05467768758535385,1,1,S,Watford,0,0.09479810297489166
Christian Kabasele,18,1494,0,0.5478156032040715,1,0.09960129298269749,5,2,D S,Watford,0,0.5478156032040715
Georges-Kévin Nkoudou,1,1,0,0.056358423084020615,0,0,1,0,S,Tottenham,0,0.056358423084020615
Claudio Bravo,4,347,0,0,0,0,0,0,GK S,Manchester City,0,0
Sofiane Boufal,18,657,0,1.0134455496445298,2,2.634261939674616,17,14,M S,Southampton,0,1.0134455496445298
Eric Bailly,1,90,0,0,0,0,0,0,D,Manchester United,0,0
Paul Pogba,7,517,0,1.900807112455368,2,1.4006537571549416,14,16,M S,Manchester United,0,1.1396382544189692
Kevin Long,1,1,0,0,0,0,0,0,S,Burnley,0,0
Rob Holding,2,84,0,0,0,0,0,0,D S,Arsenal,0,0
Ainsley Maitland-Niles,14,1210,0,0.40764421597123146,2,1.4514118060469627,3,9,D,Arsenal,0,0.40764421597123146
Arthur Masuaku,15,908,0,0.09263255726546049,1,1.252851463854313,5,7,D M S,West Ham,0,0.09263255726546049
Nampalys Mendy,4,197,0,0.01656806841492653,0,0.07407385855913162,1,2,M S,Leicester,0,0.01656806841492653
Lewis Cook,19,909,0,0.15171775314956903,0,0.3986946865916252,6,7,M S,Bournemouth,0,0.15171775314956903
Lucas Digne,25,2160,0,0.8767931880429387,5,5.248149200342596,22,58,D M,Everton,0,0.8767931880429387
Ravel Morrison,1,11,0,0.02669377438724041,0,0,1,0,S,Sheffield United,0,0.02669377438724041
Martín Montoya,22,1638,0,1.434309933334589,1,1.938780135475099,8,21,D M S,Brighton,0,1.434309933334589
Jota,8,314,0,0.14939767308533192,1,0.5682314299046993,4,4,F M S,Aston Villa,0,0.14939767308533192
Vicente Guaita,26,2340,0,0,0,0,0,0,GK,Crystal Palace,0,0
Emiliano Buendía,27,1922,0,1.8878644425421953,7,6.37473383359611,30,71,M S,Norwich,0,1.8878644425421953
Christian Atsu,18,729,0,0.24635672383010387,3,0.7123019937425852,5,13,M S,Newcastle United,0,0.24635672383010387
João Cancelo,10,686,0,0.23334318213164806,0,1.6752709969878197,8,9,D M S,Manchester City,0,0.23334318213164806
André Gomes,10,696,0,0.1575152426958084,0,0.3579856604337692,3,6,M S,Everton,0,0.1575152426958084
Mat Ryan,28,2520,0,0,0,0,0,0,GK,Brighton,0,0
Víctor Camarasa,1,3,0,0,0,0,0,0,S,Crystal Palace,0,0
Dani Ceballos,13,829,0,0.372156485915184,2,0.7377996295690536,10,14,M S,Arsenal,0,0.372156485915184
Aymeric Laporte,7,511,0,0.08190283179283142,0,0.1450343132019043,1,2,D,Manchester City,0,0.08190283179283142
Dimitri Foulquier,3,52,0,0,0,0,0,0,M S,Watford,0,0
Albian Ajeti,8,112,0,0.1833493560552597,0,0.03874383121728897,2,2,S,West Ham,0,0.1833493560552597
Oleksandr Zinchenko,11,828,0,0.3930037971585989,0,0.7411183137446642,12,14,D M S,Manchester City,0,0.3930037971585989
Frederic Guilbert,22,1810,0,0.2901772614568472,2,1.3270481415092945,6,13,D M S,Aston Villa,0,0.2901772614568472
Djibril Sidibe,20,1550,0,0.25061634834855795,4,2.42919279076159,10,17,D M S,Everton,0,0.25061634834855795
Ibrahim Amadou,11,757,0,0.5927500072866678,0,0.050286222249269485,6,1,D M S,Norwich,0,0.5927500072866678
Benjamin Mendy,13,1111,0,0.19335958175361156,3,1.3834132626652718,6,17,D M,Manchester City,0,0.19335958175361156
Ezequiel Schelotto,7,286,0,0.2350425384938717,0,0,3,0,D M S,Brighton,0,0.2350425384938717
Matthew James,1,3,0,0,0,0,0,0,S,Leicester,0,0
Jed Steer,1,7,0,0,0,0,0,0,GK,Aston Villa,0,0
Jean-Philippe Gbamin,2,135,0,0,0,0,0,0,M S,Everton,0,0
Kiko Femenía,18,1437,0,0.1127007007598877,0,0.8578599821776152,4,12,D M S,Watford,0,0.1127007007598877
Kepa,24,2160,0,0,0,0,0,0,GK,Chelsea,0,0
Diego Rico,21,1806,0,0.2891284618526697,2,2.0597054744139314,9,22,D M,Bournemouth,0,0.2891284618526697
Roberto Jiménez,8,687,0,0,0,0,0,0,GK S,West Ham,0,0
Jesús Vallejo,2,163,0,0,0,0,0,0,D S,Wolverhampton Wanderers,0,0
Ondrej Duda,6,499,0,0.4244445562362671,0,1.396966364234686,8,12,M,Norwich,0,0.4244445562362671
Bernardo,10,552,0,0.23325762152671814,0,0.9040090143680573,6,3,D M S,Brighton,0,0.23325762152671814
Kevin Danso,6,272,0,0.07807090878486633,1,0.07897821068763733,1,1,D S,Southampton,0,0.07807090878486633
Angus Gunn,10,900,0,0,0,0,0,0,GK,Southampton,0,0
Nick Pope,28,2520,0,0,0,0.19970626384019852,0,3,GK,Burnley,0,0
Declan Rice,28,2520,0,0.5751342549920082,2,0.7256096946075559,17,13,M,West Ham,0,0.5751342549920082
Nathan Holland,2,24,0,0.009777018800377846,0,0,1,0,S,West Ham,0,0.009777018800377846
Domingos Quina,4,9,0,0.02132098376750946,0,0,1,0,S,Watford,0,0.02132098376750946
Aaron Wan-Bissaka,25,2242,0,0.47420686297118664,2,2.709432741627097,5,19,D M,Manchester United,0,0.47420686297118664
Angel Gomes,2,17,0,0,0,0.22920328378677368,0,2,S,Manchester United,0,0
Sam Surridge,1,12,0,0,0,0,0,0,S,Bournemouth,0,0
Aaron Ramsdale,27,2430,0,0,1,0.49542611837387085,0,1,GK,Bournemouth,0,0
Yves Bissouma,12,576,0,0.21631449181586504,0,0.05185171961784363,9,2,M S,Brighton,0,0.21631449181586504
Giovani Lo Celso,18,807,0,0.9967465102672577,0,0.7936608083546162,10,16,M S,Tottenham,0,0.9967465102672577
Matteo Guendouzi,22,1584,0,0.5298995524644852,1,1.0633032843470573,11,12,M S,Arsenal,0,0.5298995524644852
Jairo Riedewald,10,608,0,0.04698867071419954,0,0.5112400874495506,3,2,D S,Crystal Palace,0,0.04698867071419954
Charlie Taylor,16,1279,0,0.014017083682119846,0,0.6977080693468451,1,11,D S,Burnley,0,0.014017083682119846
Solly March,12,800,0,1.230397280305624,1,1.0051023215055466,18,10,F M S,Brighton,0,1.230397280305624
Dale Stephens,23,1948,0,0.36852135229855776,1,0.6293826028704643,15,14,M S,Brighton,0,0.36852135229855776
Ederson,24,2081,0,0,0,0,0,0,GK,Manchester City,0,0
Phil Foden,13,258,0,0.4112911503762007,1,0.5685360562056303,8,9,M S,Manchester City,0,0.4112911503762007
Gaëtan Bong,4,53,0,0,0,0.11898884922266006,0,2,S,Brighton,0,0
Davinson Sánchez,21,1802,0,0.6453919894993305,0,0.03628891706466675,5,1,D S,Tottenham,0,0.6453919894993305
Juan Foyth,4,67,0,0,0,0.02350112982094288,0,1,D S,Tottenham,0,0
Valentino Lazaro,3,199,0,0,0,0.06416375935077667,0,3,D S,Newcastle United,0,0
Jack Simpson,3,165,0,0.011818751692771912,0,0.034685321152210236,1,1,D S,Bournemouth,0,0.011818751692771912
Reiss Nelson,10,443,0,0.6837881058454514,0,0.17498249094933271,8,5,M S,Arsenal,0,0.6837881058454514
Martin Dubravka,28,2520,0,0,0,0,0,0,GK,Newcastle United,0,0
Jürgen Locadia,2,84,0,0.3997017852962017,0,0,2,0,F S,Brighton,0,0.3997017852962017
Joe Willock,19,564,0,0.7993335612118244,0,0.48865951504558325,9,10,M S,Arsenal,0,0.7993335612118244
Curtis Jones,2,14,0,0.07962951809167862,0,0,1,0,S,Liverpool,0,0.07962951809167862
Fred,24,1933,0,1.347758105956018,0,2.269665166735649,37,34,M S,Manchester United,0,1.347758105956018
Ryan Sessegnon,6,341,0,0.09263186901807785,0,0.04794934019446373,1,2,D M S,Tottenham,0,0.09263186901807785
Rui Patrício,28,2520,0,0,0,0,0,0,GK,Wolverhampton Wanderers,0,0
Willy Boly,12,1080,0,0.014363898895680904,1,0.9117432646453381,1,5,D,Wolverhampton Wanderers,0,0.014363898895680904
Conor Coady,28,2520,0,0,0,0.5321237146854401,0,5,D,Wolverhampton Wanderers,0,0
Rúben Vinagre,12,421,0,0.2991967797279358,0,0.591549139469862,5,3,M S,Wolverhampton Wanderers,0,0.2991967797279358
Morgan Gibbs-White,4,116,0,0.07185499556362629,0,0.0708760917186737,2,3,M S,Wolverhampton Wanderers,0,0.07185499556362629
Kortney Hause,11,990,0,0.8137700390070677,0,0.12868665158748627,7,1,D,Aston Villa,0,0.8137700390070677
Ryan Fredericks,20,1688,0,0,2,1.5171310249716043,0,16,D S,West Ham,0,0
Ignacio Pussetto,5,28,0,0,0,0,0,0,S,Watford,0,0
Sean Longstaff,20,1277,0,0.6369128599762917,1,0.9407787770032883,21,15,M S,Newcastle United,0,0.6369128599762917
Oliver Skipp,3,9,0,0,0,0,0,0,S,Tottenham,0,0
Emile Smith-Rowe,2,96,0,0,0,0,0,0,M S,Arsenal,0,0
Yan Valery,8,567,0,0.2103286013007164,0,1.143116295337677,2,2,D M S,Southampton,0,0.2103286013007164
Diogo Dalot,4,65,0,0.3477081060409546,0,0,1,0,D S,Manchester United,0,0.3477081060409546
Bukayo Saka,17,1088,0,0.815069492906332,3,2.216969460248947,7,10,D F M S,Arsenal,0,0.815069492906332
Max Kilman,3,183,0,0,0,0,0,0,D S,Wolverhampton Wanderers,0,0
Dan Burn,24,2059,0,1.1414661407470703,0,1.561185666359961,10,18,D M,Brighton,0,1.1414661407470703
James Garner,1,5,0,0,0,0,0,0,S,Manchester United,0,0
Tahith Chong,3,29,0,0.07188171148300171,0,0,1,0,S,Manchester United,0,0.07188171148300171
Harvey Elliott,1,1,0,0,0,0,0,0,S,Liverpool,0,0
Mark Travers,1,90,0,0,0,0,0,0,GK,Bournemouth,0,0
Max Aarons,26,2340,0,0.6094697993248701,1,3.6807984560728073,13,19,D,Norwich,0,0.6094697993248701
Ben Godfrey,20,1749,0,0.2818065704777837,0,0,9,0,D,Norwich,0,0.2818065704777837
Grant Hanley,14,1171,0,0.3710731901228428,0,0,7,0,D S,Norwich,0,0.3710731901228428
Tom Trybull,14,1047,0,0.44425373151898384,0,0.13667749240994453,11,2,M S,Norwich,0,0.44425373151898384
Marco Stiepermann,19,950,0,1.1560634095221758,0,0.8179611507803202,18,10,M S,Norwich,0,1.1560634095221758
Che Adams,21,703,0,2.914044890552759,2,1.4733929047361016,18,10,F S,Southampton,0,2.914044890552759
Dean Henderson,26,2340,0,0.03304080665111542,0,0,1,0,GK,Sheffield United,0,0.03304080665111542
John Egan,26,2332,0,1.46029606834054,0,0,17,0,D,Sheffield United,0,1.46029606834054
Chris Basham,27,2360,0,0.28431543055921793,0,1.072950653731823,5,9,D,Sheffield United,0,0.28431543055921793
Jack O&#039;Connell,27,2430,0,0.6952677741646767,1,3.42158199287951,13,14,D,Sheffield United,0,0.6952677741646767
David McGoldrick,20,1353,0,7.190749963745475,2,1.4905370883643627,35,12,F S,Sheffield United,0,7.190749963745475
Luke Freeman,9,322,0,0.034158024936914444,0,0.18556103855371475,2,3,M S,Sheffield United,0,0.034158024936914444
Ben Osborn,6,89,0,0,0,0.5253970623016357,0,2,S,Sheffield United,0,0
Simon Moore,1,90,0,0,0,0,0,0,GK,Sheffield United,0,0
Jonathan Kodjia,6,96,0,0.15865358710289001,0,0.08237358927726746,2,1,S,Aston Villa,0,0.15865358710289001
Ezri Konsa Ngoyo,15,1204,0,0.6671147113665938,2,0.4166554193943739,8,5,D S,Aston Villa,0,0.6671147113665938
Henri Lansbury,9,185,0,0.0532289519906044,0,0.06579376012086868,2,2,M S,Aston Villa,0,0.0532289519906044
James Justin,3,105,0,0,1,0.4769205152988434,0,2,D S,Leicester,0,0
Jack Stacey,11,981,0,0.5616067871451378,2,2.4295470640063286,5,8,D,Bournemouth,0,0.5616067871451378
Billy Gilmour,2,6,0,0,0,0.04068966954946518,0,1,S,Chelsea,0,0
Christoph Zimmermann,15,1295,0,0.2578011816367507,1,0.0452493317425251,6,1,D,Norwich,0,0.2578011816367507
Steven Alzate,19,1175,0,1.0564873926341534,0,0.8075430244207382,13,14,D M S,Brighton,0,1.0564873926341534
Adam Idah,2,67,0,0,0,0,0,0,F S,Norwich,0,0
Michael McGovern,2,159,0,0,0,0,0,0,GK S,Norwich,0,0
Marvelous Nakamba,20,1565,0,0.14086958300322294,0,0.5477455304935575,7,12,M S,Aston Villa,0,0.14086958300322294
Eric Garcia,6,255,0,0,0,0,0,0,D S,Manchester City,0,0
Leon Clarke,1,12,0,0.42813047766685486,0,0,1,0,S,Sheffield United,0,0.42813047766685486
Arnaut Danjuma Groeneveld,9,396,0,0.6087043602019548,0,0.08650514110922813,10,2,M S,Bournemouth,0,0.6087043602019548
Reece James,16,1037,0,0.7267193365842104,2,1.3324575498700142,15,16,D M S,Chelsea,0,0.7267193365842104
David Martin,5,436,0,0,0,0,0,0,GK S,West Ham,0,0
Kieran Tierney,5,301,0,0.06785999052226543,0,0.3187371604144573,2,4,D M S,Arsenal,0,0.06785999052226543
Troy Parrott,2,3,0,0,0,0,0,0,S,Tottenham,0,0
Anthony Gordon,1,43,0,0.12464267760515213,0,0,2,0,S,Everton,0,0.12464267760515213
Brandon Pierrick,1,6,0,0,0,0.09551873803138733,0,2,S,Crystal Palace,0,0
Japhet Tanganga,5,438,0,0.016901906579732895,0,0,1,0,D,Tottenham,0,0.016901906579732895
William Smallbone,2,165,0,0.15459336154162884,0,0,2,0,M,Southampton,0,0.15459336154162884
Tariq Lamptey,1,26,0,0,0,0.06915584951639175,0,1,S,Chelsea,0,0
Jeremy Ngakia,3,270,0,0,0,0,0,0,D,West Ham,0,0
Takumi Minamino,3,72,0,0.5542758852243423,0,0,2,0,S,Liverpool,0,0.5542758852243423
Indiana Vassilev,2,32,0,0,0,0,0,0,S,Aston Villa,0,0
Gedson Fernandes,4,32,0,0.051011670380830765,0,0.08793710358440876,1,2,S,Tottenham,0,0.051011670380830765
Sander Berge,3,216,0,0.0539725199341774,0,0,1,0,M,Sheffield United,0,0.0539725199341774
Tomas Soucek,3,224,0,0.3582441806793213,0,0.09928299486637115,2,1,M,West Ham,0,0.3582441806793213
Daniel Podence,3,22,0,0.11271605640649796,0,0.09295535087585449,1,1,S,Wolverhampton Wanderers,0,0.11271605640649796
Josh Brownhill,1,1,0,0,0,0,0,0,S,Burnley,0,0
